Name,Year,Draft Team,Pick,Team,Position,Height,Wingspan,Weight,Draft Age,Birthdate,Nation,G,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,BLK,STL,TO,PF,PTS,TS%,eFG%,3PAr,FTAr,USG%,AST/USG,AST/TO,PER,OWS/40,DWS/40,WS/40,OBPM,DBPM,BPM
Sharife Cooper,2021,ATL,48,Auburn,PG,73.0,,180,20.02,"Jun 11, 2001",USA,12.0,33.1,6.5,16.7,0.391,1.2,5.2,0.228,7.7,9.3,0.825,4.6,8.8,0.3,1.1,4.5,2.9,21.9,0.519,0.427,0.31,0.56,33.1,1.57,1.94,22.9,0.141,0.03,0.171,4.7,-0.4,4.3
Marcus Zegarowski,2021,BKN,49,Creighton,PG,74.0,74.75,181,22.88,"Aug 3, 1998",USA,29.0,33.6,6.0,12.9,0.464,3.0,7.0,0.421,2.0,2.6,0.786,3.9,4.6,0.1,1.4,2.3,2.0,17.0,0.6,0.579,0.544,0.201,23.5,1.02,2.02,20.9,0.119,0.057,0.177,5.8,2.3,8.1
Filip Petrušev,2021,PHI,50,KK Mega Basket (Serbia),PF/C,83.0,,225,21.18,"Apr 15, 2000",Serbia,32.0,30.1,9.2,16.4,0.563,1.6,3.5,0.462,5.3,7.4,0.714,8.9,1.8,1.2,0.5,2.3,3.1,25.4,0.636,0.612,0.212,0.453,29.34,0.38,0.79,24.51,,,,,,
BJ Boston,2021,LAC,51,Kentucky,SG,79.0,82.75,188,19.56,"Nov 28, 2001",USA,25.0,30.4,4.9,13.8,0.355,1.4,4.7,0.3,2.4,3.1,0.785,5.3,1.9,0.2,1.6,1.7,2.3,13.6,0.447,0.407,0.345,0.224,23.0,0.48,1.11,13.3,0.037,0.053,0.084,1.0,2.1,3.1
Luka Garza,2021,DET,52,Iowa,C,83.25,85.5,243,22.48,"Dec 27, 1998",USA,31.0,31.5,10.4,18.8,0.553,1.6,3.7,0.44,5.2,7.3,0.709,10.0,2.0,1.8,0.8,1.7,2.6,27.6,0.62,0.596,0.197,0.392,32.5,0.38,1.15,35.6,0.226,0.057,0.283,11.9,1.8,13.7
Charles Bassey,2021,PHI,53,Western Kentucky,C,82.25,87.0,230,20.64,"Oct 28, 2000",Nigeria,28.0,30.4,8.2,13.9,0.59,0.8,2.5,0.305,3.7,4.9,0.759,13.7,0.8,3.7,0.5,2.6,2.8,20.9,0.643,0.617,0.179,0.353,26.4,0.21,0.31,32.7,0.155,0.099,0.254,6.5,2.6,9.1
Sandro Mamukelashvili,2021,MIL,54,Seton Hall,C,82.0,85.25,240,22.07,"May 23, 1999",Georgia,27.0,35.6,6.3,14.5,0.434,1.6,4.7,0.336,3.6,5.0,0.714,7.6,3.3,0.6,1.1,3.3,1.8,17.7,0.525,0.488,0.323,0.344,28.8,0.72,0.98,20.2,0.075,0.054,0.129,4.9,1.2,6.2
Aaron Wiggins,2021,OKC,55,Maryland,SG,77.0,81.75,190,22.46,"Jan 2, 1999",USA,31.0,33.0,5.8,13.0,0.446,2.0,5.6,0.356,2.1,2.8,0.772,6.4,2.8,0.6,1.2,2.1,2.2,15.8,0.55,0.523,0.432,0.214,25.4,0.68,1.3,19.9,0.082,0.063,0.145,4.9,2.1,7.0
Scottie Lewis,2021,CHA,56,Florida,SG/SF,77.25,84.0,188,21.27,"Mar 12, 2000",USA,21.0,25.6,3.8,8.6,0.445,0.9,2.9,0.318,2.5,3.7,0.673,4.3,2.1,1.5,2.2,2.6,3.5,11.0,0.535,0.5,0.344,0.43,18.0,0.58,0.79,14.5,0.037,0.067,0.104,1.3,4.5,5.8
Balša Koprivica,2021,DET,57,Florida State,C,85.0,,240,21.13,"May 1, 2000",Serbia,24.0,19.5,6.8,11.3,0.599,0.1,0.1,1.0,3.2,4.7,0.689,10.4,1.4,2.5,0.5,2.5,4.8,16.8,0.622,0.602,0.007,0.415,21.9,0.35,0.56,24.8,0.128,0.068,0.197,3.8,2.9,6.7
Jericho Sims,2021,NY,58,Texas,C,82.0,87.25,250,22.66,"Oct 20, 1998",USA,26.0,24.5,5.3,7.6,0.696,0.0,0.0,0.0,2.9,5.6,0.52,10.6,1.0,1.6,1.1,2.4,3.7,13.5,0.658,0.696,0.0,0.741,17.6,0.31,0.4,21.7,0.094,0.088,0.182,3.6,3.4,6.9
RaiQuan Gray,2021,BKN,59,Florida State,PF,79.75,82.75,269,22.2,"Apr 7, 1999",USA,25.0,26.3,6.0,11.5,0.517,0.4,1.6,0.267,3.9,5.1,0.763,8.8,3.0,1.0,1.6,3.0,3.6,16.2,0.582,0.536,0.142,0.441,23.3,0.69,1.0,22.2,0.103,0.079,0.182,3.7,3.7,7.4
Georgios Kalaitzakis,2021,MIL,60,Panathinaikos (Greece),SF,80.0,,205,22.46,"Jan 2, 1999",Greece,27.0,8.1,3.1,8.2,0.38,1.0,3.8,0.261,4.3,5.2,0.812,4.6,2.6,0.7,1.8,2.8,8.3,11.5,0.537,0.44,0.46,0.64,17.5,0.64,0.94,8.91,,,,,,
Paolo Banchero,2022,ORL,1,Duke,PF,82.0,,250,19.6,"Nov 12, 2002",USA,39.0,33.0,6.9,14.4,0.478,1.2,3.6,0.338,3.8,5.3,0.729,8.5,3.5,1.0,1.1,2.6,2.1,18.8,0.557,0.52,0.253,0.366,27.5,0.64,1.35,24.2,0.124,0.068,0.19,5.4,2.3,7.7
Chet Holmgren,2022,OKC,2,Gonzaga,C,84.0,,195,20.13,"May 1, 2002",USA,32.0,26.9,7.1,11.7,0.607,1.7,4.4,0.39,3.0,4.1,0.717,13.3,2.6,4.9,1.1,2.6,3.6,18.9,0.691,0.68,0.375,0.354,21.6,0.53,1.0,31.3,0.153,0.144,0.293,7.5,7.5,15.0
Jabari Smith,2022,HOU,3,Auburn,PF,82.0,,210,19.1,"May 13, 2003",USA,34.0,28.8,6.7,15.7,0.429,2.9,6.9,0.42,4.8,6.0,0.799,9.3,2.5,1.3,1.4,2.3,2.6,21.2,0.57,0.521,0.44,0.384,27.6,0.51,1.08,25.1,0.131,0.094,0.229,7.4,3.8,11.1
Keegan Murray,2022,SAC,4,Iowa,PF,80.0,,225,21.83,"Aug 19, 2000",USA,35.0,31.9,9.9,17.9,0.554,2.1,5.4,0.398,4.6,6.1,0.747,9.8,1.7,2.2,1.5,1.3,2.1,26.5,0.638,0.614,0.3,0.343,29.7,0.34,1.33,37.8,0.237,0.072,0.312,13.0,2.7,15.7
Jaden Ivey,2022,DET,5,Purdue,SG,76.0,,200,20.35,"Feb 13, 2002",USA,36.0,31.4,6.5,14.0,0.46,2.0,5.7,0.358,4.9,6.6,0.744,5.6,3.5,0.6,1.0,3.0,2.0,19.8,0.579,0.533,0.406,0.469,28.7,0.67,1.17,22.5,0.131,0.049,0.18,5.7,1.6,7.2
Bennedict Mathurin,2022,IND,6,Arizona,SG,78.0,81.0,205,20.0,"Jun 19, 2002",Canada,37.0,32.5,6.5,14.5,0.45,2.5,6.7,0.369,4.1,5.3,0.764,6.2,2.8,0.3,1.1,2.0,2.0,19.6,0.576,0.536,0.465,0.368,25.1,0.55,1.42,21.1,0.133,0.073,0.206,6.1,1.9,8.0
Shaedon Sharpe,2022,POR,7,Kentucky,SG,77.25,83.5,198,19.05,"May 30, 2003",Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dyson Daniels,2022,NO,8,G League,SG,79.5,82.5,195,19.26,"Mar 17, 2003",Australia,29.0,31.6,5.3,11.6,0.453,1.2,3.9,0.3,0.9,1.8,0.533,7.7,5.4,0.8,2.3,3.1,2.5,13.2,0.531,0.503,0.338,0.152,18.72,1.18,1.76,14.48,,,,,,
Jeremy Sochan,2022,SA,9,Baylor,SF/PF,81.0,,230,19.08,"May 20, 2003",Poland,30.0,25.1,4.8,10.1,0.474,1.1,3.9,0.296,2.5,4.3,0.589,9.1,2.5,1.0,1.8,2.2,3.3,13.2,0.546,0.531,0.384,0.427,19.6,0.63,1.13,19.6,0.085,0.101,0.18,3.6,4.4,8.0
Johnny Davis,2022,WAS,10,Wisconsin,SG,77.75,80.5,196,20.31,"Feb 27, 2002",USA,31.0,34.2,7.1,16.7,0.427,1.3,4.1,0.306,5.3,6.7,0.791,8.7,2.2,0.8,1.2,2.4,2.1,20.8,0.523,0.464,0.246,0.398,32.5,0.46,0.93,24.3,0.094,0.075,0.17,5.8,3.0,8.9
Ousmane Dieng,2022,OKC,11,New Zealand (NBL),SF,81.0,,185,19.08,"May 21, 2003",France,23.0,20.8,6.0,15.1,0.398,2.0,7.2,0.271,1.4,2.0,0.667,5.4,1.7,0.5,1.1,2.4,2.6,15.3,0.477,0.463,0.478,0.134,24.07,0.37,0.72,10.66,,,,,,
Jalen Williams,2022,OKC,12,Santa Clara,SF,77.75,86.25,209,21.18,"Apr 14, 2001",USA,33.0,34.8,6.9,13.4,0.513,1.3,3.3,0.396,3.6,4.4,0.809,4.6,4.3,0.6,1.2,2.2,2.7,18.6,0.601,0.562,0.248,0.33,25.0,0.9,1.99,22.8,0.132,0.052,0.184,4.8,1.2,6.0
Jalen Duren,2022,DET,13,Memphis,C,83.0,89.25,250,18.58,"Nov 18, 2003",USA,29.0,25.3,6.9,11.6,0.597,0.0,0.0,0.0,3.2,5.1,0.625,11.6,1.8,3.0,1.2,3.2,3.9,17.0,0.608,0.597,0.004,0.441,22.8,0.46,0.57,25.3,0.098,0.093,0.191,3.7,3.3,7.1
Ochai Agbaji,2022,CLE,14,Kansas,SG,77.75,82.25,217,22.16,"Apr 20, 2000",USA,39.0,35.1,6.8,14.3,0.475,2.7,6.7,0.407,3.0,4.0,0.743,5.2,1.6,0.6,0.9,2.1,1.7,19.3,0.595,0.57,0.466,0.28,25.3,0.34,0.78,20.8,0.117,0.064,0.181,6.9,2.2,9.0
Mark Williams,2022,CHA,15,Duke,C,86.0,90.5,242,20.51,"Dec 16, 2001",USA,39.0,23.6,7.5,10.3,0.721,0.0,0.0,0.0,2.2,3.0,0.727,11.3,1.4,4.3,0.7,1.4,3.1,17.1,0.726,0.721,0.004,0.291,18.6,0.38,0.97,33.1,0.187,0.087,0.273,7.8,4.8,12.5
AJ Griffin,2022,ATL,16,Duke,SF,78.0,,222,18.82,"Aug 25, 2003",USA,39.0,24.0,5.6,11.4,0.493,2.7,6.1,0.447,1.6,2.0,0.792,5.9,1.5,0.8,0.8,1.0,1.6,15.6,0.63,0.613,0.537,0.179,18.8,0.37,1.52,20.7,0.128,0.051,0.18,6.6,1.5,8.1
Tari Eason,2022,HOU,17,LSU,PF,80.0,86.0,217,21.11,"May 10, 2001",USA,33.0,24.4,8.5,16.3,0.521,1.3,3.5,0.359,6.7,8.4,0.803,9.7,1.5,1.6,2.9,3.3,4.1,25.0,0.615,0.559,0.214,0.515,31.8,0.32,0.45,33.4,0.169,0.124,0.293,9.0,5.7,14.7
Dalen Terry,2022,CHI,18,Arizona,SG/PG,79.25,84.75,195,19.94,"Jul 12, 2002",USA,37.0,27.8,4.0,8.0,0.502,1.0,2.7,0.364,1.4,1.9,0.736,6.3,5.1,0.4,1.6,1.8,2.9,10.4,0.584,0.563,0.336,0.231,14.1,1.57,2.84,16.9,0.093,0.082,0.175,3.5,4.5,8.0
Jake LaRavia,2022,MEM,19,Wake Forest,SF,80.0,81.5,227,20.62,"Nov 3, 2001",USA,33.0,34.2,5.3,9.5,0.559,0.9,2.3,0.384,3.9,5.0,0.777,6.9,3.9,1.0,1.8,2.8,2.9,15.4,0.649,0.606,0.246,0.529,20.4,0.98,1.37,22.9,0.131,0.074,0.206,4.7,3.7,8.5
Malaki Branham,2022,SA,20,Ohio State,SG,77.5,82.0,195,19.1,"May 12, 2003",USA,32.0,29.6,6.1,12.2,0.498,1.4,3.4,0.416,3.0,3.6,0.833,4.3,2.4,0.3,0.9,2.1,2.1,16.6,0.596,0.556,0.277,0.299,24.1,0.6,1.19,20.4,0.122,0.034,0.152,4.8,0.9,5.7
Christian Braun,2022,DEN,21,Kansas,SG,79.0,78.5,209,21.17,"Apr 17, 2001",USA,40.0,34.4,5.4,11.0,0.495,1.3,3.5,0.386,2.6,3.5,0.733,6.8,2.9,0.9,1.0,2.1,1.9,14.8,0.585,0.556,0.316,0.323,20.4,0.71,1.37,19.6,0.102,0.073,0.175,5.6,3.3,9.0
Walker Kessler,2022,MIN,22,Auburn,C,85.0,88.25,256,20.9,"Jul 26, 2001",USA,34.0,25.6,6.7,11.1,0.608,0.4,2.1,0.2,2.2,3.7,0.596,11.3,1.2,6.4,1.5,1.5,3.6,16.1,0.627,0.627,0.187,0.332,19.0,0.36,0.81,31.4,0.129,0.124,0.253,6.2,8.0,14.1
David Roddy,2022,MEM,23,Colorado State,SF,78.0,83.5,261,21.23,"Mar 27, 2001",USA,31.0,32.9,7.8,13.7,0.571,1.6,3.7,0.438,3.7,5.4,0.691,8.3,3.1,1.2,1.3,2.5,2.5,21.0,0.645,0.63,0.27,0.391,28.8,0.69,1.24,30.3,0.172,0.071,0.247,8.7,2.3,11.1
MarJon Beauchamp,2022,MIL,24,G League,SG,78.5,84.75,197,20.68,"Oct 12, 2001",USA,24.0,34.5,6.4,12.6,0.512,0.8,2.9,0.273,1.2,1.7,0.718,6.8,2.1,0.8,1.6,2.0,2.3,15.7,0.589,0.543,0.228,0.135,18.52,0.5,1.07,14.22,,,,,,
Blake Wesley,2022,SA,25,Notre Dame,SG,76.25,81.25,187,19.26,"Mar 16, 2003",USA,35.0,29.3,6.2,15.5,0.404,1.9,6.2,0.303,3.3,5.0,0.657,4.5,2.9,0.1,1.5,2.7,2.3,17.7,0.495,0.465,0.404,0.324,31.3,0.56,1.09,16.9,0.043,0.055,0.097,0.5,0.8,1.3
Wendell Moore,2022,MIN,26,Duke,SF,77.5,84.5,217,20.75,"Sep 18, 2001",USA,39.0,33.9,5.1,10.2,0.5,1.4,3.4,0.413,2.6,3.2,0.805,5.6,4.7,0.2,1.5,2.1,1.7,14.2,0.605,0.569,0.335,0.314,19.5,1.11,2.26,21.4,0.13,0.057,0.187,5.3,2.6,7.9
Nikola Jović,2022,MIA,27,KK Mega Basket (Serbia),SF,83.0,84.25,223,19.03,"Jun 9, 2003",Serbia,29.0,28.4,5.4,13.0,0.414,2.0,6.4,0.315,2.4,3.4,0.718,6.0,4.6,0.6,0.9,3.9,3.0,15.2,0.521,0.492,0.492,0.263,23.8,0.94,1.17,11.89,,,,,,
Patrick Baldwin Jr.,2022,GS,28,Milwaukee,SF/PF,82.25,85.75,231,19.58,"Nov 18, 2002",USA,11.0,28.5,5.2,15.0,0.344,1.9,7.3,0.266,3.0,4.0,0.743,7.3,1.9,1.0,1.0,2.6,1.9,15.2,0.45,0.408,0.489,0.267,28.3,0.42,0.74,13.9,0.0,0.051,0.051,-0.8,-1.0,-1.8
TyTy Washington,2022,HOU,29,Kentucky,PG,75.75,80.0,196,20.59,"Nov 15, 2001",USA,31.0,29.2,6.0,13.4,0.451,1.4,4.1,0.35,1.9,2.5,0.75,4.3,4.8,0.2,1.6,2.0,1.9,15.4,0.528,0.504,0.306,0.19,22.5,1.01,2.35,19.3,0.106,0.066,0.172,4.1,3.3,7.4
Peyton Watson,2022,DEN,30,UCLA,SF,80.0,84.5,203,19.77,"Sep 11, 2002",USA,32.0,12.7,3.4,10.5,0.322,0.6,2.8,0.226,2.0,2.8,0.688,8.2,2.3,1.7,1.7,2.7,4.5,9.3,0.394,0.352,0.263,0.271,20.8,0.53,0.87,11.2,-0.02,0.089,0.079,-2.7,3.8,1.1
Andrew Nembhard,2022,IND,31,Gonzaga,PG,76.5,77.75,196,22.42,"Jan 16, 2000",Canada,32.0,32.2,4.9,10.8,0.452,1.8,4.7,0.383,1.7,1.9,0.873,3.8,6.4,0.1,1.8,2.2,2.2,13.3,0.564,0.534,0.429,0.177,18.6,1.41,2.97,18.1,0.109,0.086,0.194,3.9,3.4,7.3
Caleb Houstan,2022,ORL,32,Michigan,SF,80.0,,205,19.44,"Jan 9, 2003",Canada,34.0,32.0,3.6,9.4,0.384,2.0,5.6,0.355,2.2,2.7,0.783,4.5,1.5,0.3,0.8,1.7,1.9,11.3,0.53,0.489,0.595,0.292,17.9,0.41,0.88,11.8,0.051,0.033,0.085,1.9,1.2,3.1
Christian Koloko,2022,TOR,33,Arizona,C,84.0,89.25,221,22.0,"Jun 20, 2000",Cameroon,37.0,25.4,7.0,11.0,0.635,0.0,0.1,0.0,3.8,5.2,0.735,10.3,2.0,3.9,1.1,2.3,3.9,17.8,0.661,0.635,0.01,0.472,20.7,0.47,0.86,28.0,0.145,0.102,0.251,5.2,5.3,10.5
Jaylin Williams,2022,OKC,34,Arkansas,PF,82.0,85.0,237,19.97,"Jun 29, 2002",USA,37.0,31.6,4.4,9.5,0.461,0.5,2.2,0.239,3.1,4.3,0.729,11.2,2.9,1.3,1.5,2.1,3.0,12.4,0.538,0.489,0.231,0.455,18.2,0.84,1.42,18.9,0.065,0.102,0.167,2.7,5.2,7.9
Max Christie,2022,LAL,35,Michigan State,SG,77.75,80.75,189,19.35,"Feb 10, 2003",USA,35.0,30.8,3.7,9.8,0.382,1.3,4.1,0.317,2.0,2.5,0.824,4.0,1.7,0.6,0.6,1.7,1.3,10.8,0.494,0.449,0.42,0.253,18.1,0.48,0.98,10.5,0.033,0.03,0.063,0.8,1.1,1.9
Gabriele Procida,2022,DET,36,Bologna (Italy),SG/SF,79.75,80.0,193,20.05,"Jun 1, 2002",Italy,26.0,18.5,4.4,8.5,0.522,1.7,4.5,0.383,3.0,3.8,0.784,5.9,1.3,0.7,1.6,1.4,1.9,13.6,0.66,0.624,0.531,0.451,15.89,0.41,0.95,17.45,,,,,,
Jaden Hardy,2022,DAL,37,G League,SG,76.0,,190,19.96,"Jul 5, 2002",USA,25.0,32.6,7.6,20.2,0.376,2.6,8.3,0.309,2.4,3.0,0.794,4.8,3.9,0.2,1.4,3.7,2.7,21.5,0.498,0.44,0.411,0.149,30.47,0.58,1.06,9.93,,,,,,
Kennedy Chandler,2022,MEM,38,Tennessee,PG,72.5,77.25,172,19.76,"Sep 16, 2002",USA,34.0,30.8,6.3,13.5,0.464,1.7,4.4,0.383,2.1,3.4,0.606,3.8,5.5,0.3,2.5,2.9,2.4,16.2,0.539,0.527,0.327,0.253,25.0,1.29,1.89,20.2,0.084,0.092,0.176,4.2,4.8,9.0
Khalifa Diop,2022,CLE,39,Gran Canaria (Spain),C,83.0,,231,20.42,"Jan 15, 2002",Senegal,54.0,16.0,5.8,9.3,0.621,0.0,0.0,0.0,3.0,5.4,0.566,9.4,1.5,1.6,1.0,3.0,6.3,14.6,0.615,0.621,0.0,0.576,19.32,0.37,0.49,16.96,,,,,,
Bryce McGowens,2022,CHA,40,Nebraska,SG,78.5,80.75,181,19.61,"Nov 8, 2002",USA,31.0,33.3,5.6,13.8,0.403,1.4,5.1,0.274,5.7,6.8,0.831,5.6,1.5,0.3,0.8,2.3,2.2,18.2,0.533,0.453,0.368,0.491,27.2,0.32,0.66,16.9,0.062,0.023,0.085,2.3,-1.0,1.3
E.J. Liddell,2022,NO,41,Ohio State,PF,79.0,83.75,243,21.5,"Dec 18, 2000",USA,32.0,33.2,6.9,14.0,0.49,1.6,4.2,0.374,5.7,7.5,0.765,8.6,2.7,2.8,0.6,2.6,2.7,21.1,0.598,0.546,0.297,0.534,30.5,0.56,1.04,30.5,0.173,0.06,0.237,8.5,3.3,11.8
Trevor Keels,2022,NY,42,Duke,SG,76.75,79.25,224,18.81,"Aug 26, 2003",USA,36.0,30.2,4.9,11.6,0.419,1.8,5.7,0.312,2.2,3.2,0.67,4.1,3.2,0.1,1.5,1.5,1.6,13.7,0.52,0.496,0.493,0.276,20.7,0.72,2.18,16.5,0.085,0.048,0.136,2.7,1.5,4.2
Moussa Diabate,2022,LAC,43,Michigan,PF,82.25,86.5,217,20.41,"Jan 21, 2002",France,32.0,24.9,5.3,9.8,0.542,0.1,0.6,0.214,2.4,3.8,0.619,8.6,1.2,1.3,0.5,2.1,3.9,13.1,0.565,0.549,0.065,0.389,19.7,0.31,0.55,17.6,0.08,0.045,0.126,1.6,1.1,2.8
Ryan Rollins,2022,GS,44,Toledo,SG,75.25,81.75,179,19.96,"Jul 3, 2002",USA,34.0,32.7,7.5,16.1,0.468,1.5,4.9,0.311,4.2,5.2,0.802,6.6,4.0,0.3,1.9,2.5,2.7,20.8,0.559,0.515,0.304,0.327,28.9,0.71,1.62,24.7,0.13,0.079,0.209,3.4,2.0,5.4
Josh Minott,2022,MIN,45,Memphis,PF,80.0,,205,20.46,"Jan 1, 2002",USA,33.0,14.6,6.2,11.9,0.522,0.1,1.0,0.143,3.7,4.8,0.754,9.2,2.3,1.6,2.0,2.3,4.3,16.2,0.571,0.528,0.088,0.409,21.9,0.58,1.0,23.7,0.116,0.083,0.199,3.8,3.4,7.2
Ismael Kamagate,2022,DEN,46,Paris Basketball (France),C,83.0,,220,21.42,"Jan 17, 2001",France,34.0,27.1,5.8,9.0,0.643,0.0,0.0,0.0,3.4,5.2,0.654,8.3,0.9,2.1,0.9,2.3,2.4,15.0,0.653,0.643,0.0,0.578,18.0,0.27,0.41,19.48,,,,,,
Vince Williams Jr.,2022,MEM,47,VCU,SF,78.0,,205,21.8,"Aug 30, 2000",USA,30.0,32.4,5.1,10.6,0.477,2.4,6.2,0.387,3.1,3.8,0.814,6.6,3.4,1.2,1.8,3.2,3.2,15.6,0.629,0.591,0.585,0.355,22.6,0.87,1.06,20.7,0.086,0.103,0.189,4.7,4.5,9.2
Kendall Brown,2022,IND,48,Baylor,SF,79.5,83.0,201,19.11,"May 11, 2003",USA,34.0,27.0,5.2,8.9,0.584,0.5,1.6,0.341,2.0,2.9,0.689,6.5,2.5,0.5,1.3,2.3,3.0,12.9,0.63,0.615,0.181,0.327,17.1,0.72,1.09,18.4,0.096,0.078,0.174,3.7,3.6,7.4
Isaiah Mobley,2022,CLE,49,USC,PF,82.0,,240,22.73,"Sep 24, 1999",USA,32.0,34.1,5.3,12.0,0.445,1.4,4.0,0.352,2.9,4.3,0.682,8.8,3.5,1.0,0.8,2.0,2.1,15.0,0.535,0.504,0.337,0.356,22.4,0.84,1.77,21.1,0.106,0.073,0.18,5.2,2.7,7.9
Matteo Spagnolo,2022,MIN,50,Cremona (Italy),PG/SG,77.5,80.0,196,19.44,"Jan 10, 2003",Italy,25.0,27.0,5.7,13.0,0.44,1.6,3.6,0.441,3.3,3.8,0.861,4.7,3.5,0.1,1.0,3.5,2.9,16.3,0.552,0.502,0.28,0.296,23.75,0.73,0.98,13.16,,,,,,
Tyrese Martin,2022,ATL,51,UConn,SG/SF,78.0,,215,23.28,"Mar 7, 1999",USA,29.0,32.1,5.6,12.4,0.449,1.7,3.9,0.43,2.4,3.5,0.689,8.4,2.2,0.5,0.9,2.1,2.4,15.2,0.54,0.516,0.312,0.28,22.3,0.54,1.06,19.5,0.099,0.069,0.168,4.9,1.8,6.7
Karlo Matković,2022,NO,52,KK Mega Basket (Serbia),PF,82.0,,231,21.22,"Mar 30, 2001",Croatia,27.0,22.1,7.9,13.0,0.609,0.0,0.2,0.0,3.0,4.3,0.704,10.1,1.7,2.0,0.8,2.7,5.0,18.8,0.627,0.609,0.014,0.33,22.9,0.42,0.62,21.56,,,,,,
JD Davison,2022,BOS,53,Alabama,PG,74.5,78.5,192,19.71,"Oct 3, 2002",USA,33.0,25.8,4.2,9.0,0.463,1.1,3.5,0.301,2.5,3.4,0.728,6.6,6.0,0.5,1.4,4.0,1.7,11.9,0.558,0.521,0.388,0.379,18.8,1.56,1.51,16.0,0.056,0.038,0.099,3.3,1.9,5.2
Yannick Nzosa,2022,WAS,54,Málaga (Spain),PF/C,82.0,,195,18.59,"Nov 15, 2003",DR Congo,40.0,10.4,3.1,8.2,0.379,0.0,0.5,0.0,1.0,1.6,0.611,6.2,0.6,1.9,1.1,1.7,5.0,7.2,0.401,0.379,0.063,0.189,14.04,0.19,0.35,7.13,,,,,,
Gui Santos,2022,GS,55,Minas (Brazil),SF,80.0,,209,19.99,"Jun 22, 2002",Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luke Travers,2022,CLE,56,Perth (NBL),SG,79.0,,207,20.79,"Sep 3, 2001",Australia,27.0,22.0,4.9,11.7,0.417,1.0,4.1,0.25,2.1,3.0,0.68,8.8,3.8,1.1,1.4,2.5,1.5,12.8,0.489,0.461,0.354,0.26,19.12,0.85,1.5,15.29,,,,,,
Jabari Walker,2022,POR,57,Colorado,SF/PF,80.0,82.75,214,19.89,"Jul 30, 2002",USA,33.0,28.1,6.2,13.5,0.461,1.4,4.0,0.346,4.9,6.3,0.784,12.0,1.6,0.9,0.9,2.9,3.2,18.7,0.57,0.513,0.3,0.467,27.6,0.36,0.54,23.0,0.099,0.086,0.185,3.8,1.8,5.7
Hugo Besson,2022,MIL,58,New Zealand (NBL),PG/SG,77.75,77.5,180,21.15,"Apr 26, 2001",France,25.0,27.4,6.2,15.9,0.386,2.5,8.2,0.308,3.5,4.4,0.795,5.2,3.0,0.1,0.8,2.4,3.6,18.3,0.508,0.465,0.515,0.274,26.32,0.58,1.27,13.44,,,,,,
Victor Wembanyama,2023,SA,1,Metropolitans 92 (France),C,89.0,96.0,220,19.45,"Jan 4, 2004",France,44.0,32.2,8.1,17.4,0.468,1.4,5.2,0.272,5.6,6.8,0.818,11.5,2.7,3.3,0.9,3.2,2.4,23.3,0.564,0.509,0.3,0.392,30.84,0.47,0.84,24.48,,,,,,
Brandon Miller,2023,CHA,2,Alabama,SF,81.0,,200,20.57,"Nov 22, 2002",USA,37.0,32.6,6.6,15.4,0.43,3.2,8.2,0.384,4.4,5.1,0.859,9.1,2.3,1.0,1.0,2.4,2.6,20.7,0.583,0.533,0.535,0.329,26.2,0.49,0.95,23.4,0.136,0.096,0.232,7.8,4.3,12.0
Scoot Henderson,2023,POR,3,G League,PG,74.0,,195,19.37,"Feb 3, 2004",USA,25.0,30.2,7.8,17.7,0.443,1.1,3.2,0.324,2.6,3.4,0.75,6.1,7.6,0.5,1.4,4.0,3.8,21.1,0.546,0.473,0.184,0.195,27.88,1.13,1.92,14.75,,,,,,
Amen Thompson,2023,HOU,4,Overtime Elite,SG/PG,79.0,84.0,214,20.38,"Jan 30, 2003",USA,21.0,30.0,7.6,14.0,0.539,0.9,3.6,0.254,3.8,5.5,0.688,8.0,8.3,0.9,2.7,3.9,2.9,19.8,0.595,0.571,0.257,0.392,,,2.13,,,,,,,
Ausar Thompson,2023,DET,5,Overtime Elite,SG/SF,79.0,84.0,218,20.38,"Jan 30, 2003",USA,21.0,29.2,7.9,16.8,0.472,1.9,5.8,0.333,3.7,5.3,0.7,8.0,7.1,1.4,3.1,4.0,2.8,21.5,0.557,0.53,0.346,0.315,,,1.78,,,,,,,
Anthony Black,2023,ORL,6,Arkansas,SG/SF,79.0,79.5,210,19.41,"Jan 20, 2004",USA,36.0,34.9,4.3,9.4,0.453,0.8,2.7,0.301,3.8,5.5,0.705,5.2,4.0,0.6,2.1,3.1,2.7,13.2,0.549,0.495,0.283,0.578,20.9,0.99,1.29,17.2,0.057,0.076,0.134,2.8,3.9,6.7
Bilal Coulibaly,2023,WAS,7,Metropolitans 92 (France),SF,80.0,86.25,194,18.9,"Jul 26, 2004",France,53.0,24.0,5.9,11.1,0.527,1.1,3.4,0.336,3.5,4.9,0.705,6.2,2.2,0.7,2.1,2.4,2.7,16.3,0.606,0.578,0.303,0.44,19.98,0.52,0.88,17.53,,,,,,
